#tyxml-html-schema format=1 generator=Gates.TyxmlSchema inputs=vendor/tyxml-d2916535/lib/html_types.mli,vendor/tyxml-d2916535/lib/html_sigs.mli,vendor/tyxml-d2916535/lib/html_f.ml input-sha256=0031c56d5bcc048b11ba47fd4d840235bfc52ced9722269510818c14004b3df3,5cf48b32cc19f4c9b400f388a749b1a8c0f4e5b058ae88e21ca568a899622f9b,4b777d7c2716e8e39c306a2c4018f3da7aee3bf7678ff3966bda6a441c793c57 rows=946 regenerate=lake exe tyxmlschema --write
#kind	file	line	span-sha256	module	name	params	body	attrs
type	lib/html_types.mli	1630	7eab02d9d06dc622580c3de360872c46560c4a0b5c6f1b526524898b1a26af4c		br_content_fun		notag	
type	lib/html_types.mli	1632	a38239da112ec223eef22ca8f38d396d3691a3f83e75d441583410cb7d9f98d5		br_attrib		[ common ]	
type	lib/html_types.mli	1635	f312e14371d4b30114a1fd6184e7edd8c97870cf5ed478c826fca15ba907fdba		cite		[ `Cite ]	
type	lib/html_types.mli	1637	b12e867e0b7806d2c0d7e13116f0add209764962b6f53012f9be9b5b6d4bdb4b		cite_content		[ phrasing ]	
type	lib/html_types.mli	1639	1e8ec0baebdc84b99e6d7427c1dc326fd74288317b89df602bd4f9d413d56953		cite_content_fun		[ phrasing ]	
type	lib/html_types.mli	1641	3b4592487d32dc00d2274393650cc0259be8562f1b9821366561e944e3e655c4		cite_attrib		[ common ]	
type	lib/html_types.mli	1644	953d3b4ce1173a7d13cf13842fe8b4b52a946f3d2384be7034c2dc506f2e95b3		code		[ `Code ]	
type	lib/html_types.mli	1646	774c8b63952c11cd4365cb1689bcbb2f9c1c305fdc2a78089eed14743c3a35f4		code_content		[ phrasing ]	
type	lib/html_types.mli	1648	1c83862b7432a83e9787df3875831f55290a971fb695f5df09d4a4f7f001d881		code_content_fun		[ phrasing ]	
type	lib/html_types.mli	1650	0436532701058e0b968bdcd0b990d0f895401522edf356be192e9bde437e12b0		code_attrib		[ common ]	
type	lib/html_types.mli	1653	1946258c095b6f956e331ca54bc6a0543514e1a64062bbb751ca56e888f3bda0		dfn		[ `Dfn ]	
type	lib/html_types.mli	1655	79dd1300fbfc72e998f3dd27ca5b774d780d6ea0cbcdf020a9c2a95ffa0336ee		dfn_content		[ phrasing_without_dfn ]	
type	lib/html_types.mli	1657	a4420619df7a7a44253044d7f54ecfddbffc2e35a76724a60a992743e40e1a18		dfn_content_fun		[ phrasing_without_dfn ]	
type	lib/html_types.mli	1659	059d7eb54ac9cdefd7d47e4584f2cb8e02d00ecd28ed2568e4a56d4fa119c358		dfn_attrib		[ common ]	
type	lib/html_types.mli	1662	be9b5ff99305c85b737a5e9a7add011a8508c37965a1dba7e9f1bf0a5f90b197		em		[ `Em ]	
type	lib/html_types.mli	1664	e330034c3a801ed45bcd4feb7d821f0b539b7d2eea82f3d246de9fcd3fbdb55d		em_content		[ phrasing ]	
type	lib/html_types.mli	1666	dba94ebd09ef9d90333d4c9f909ab9bf72736370c6f87e8fe5b8fbba7b784e46		em_content_fun		[ phrasing ]	
type	lib/html_types.mli	1668	b797e205740559ddb577d59185a18f709e7df5b05a55123060124f5e274c8070		em_attrib		[ common ]	
type	lib/html_types.mli	1671	c6baad46d89664deeef6412b591c53a84ebb4606ceb90897caba58b3499904f7		kbd		[ `Kbd ]	
type	lib/html_types.mli	1673	f228f6f4f4066f38d7ee47e805745120d8357a1b534faba03523f614cd34d6b9		kbd_content		[ phrasing ]	
type	lib/html_types.mli	1675	b65d7f564b3fa928581f760c5968046b60a5faf164f6d780bfad0686bef56343		kbd_content_fun		[ phrasing ]	
type	lib/html_types.mli	1677	5d2fadf24cef57bba5ea540133130a1a49750c7e8ac344c6beaf3ea898a07226		kbd_attrib		[ common ]	
type	lib/html_types.mli	1680	59d7edc91d2aac3f007271459dad24edb42bb6adfba8912c997d73cae02f8833		q		[ `Q ]	
type	lib/html_types.mli	1682	f16135caa19ab295bcc0c7f8141e46dad12eb1d77a9acb0ae20bb4fececcac60		q_content		[ phrasing ]	
type	lib/html_types.mli	1684	1d7217cfae177b3478e3beb4b04a52845f38097ad9b1b743e6fd955f40cbbfd2		q_content_fun		[ phrasing ]	
type	lib/html_types.mli	1686	cda59c416612870a162134e8bcc40224f12ec58d84149d727012e482812d2361		q_attrib		[ common | `Cite ]	
type	lib/html_types.mli	1689	316902caf8ede81e73aab920911bba4b35d542e6cb4738e44dc0bd30ce0d5afb		samp		[ `Samp ]	
type	lib/html_types.mli	1691	7fb891c15c8a883b94c0571a5d51179afcd43006a5dc2c3374b903a2347eed5f		samp_content		[ phrasing ]	
type	lib/html_types.mli	1693	8bc89d5549a29c9b69c8c2214ec833b5561149d27b57e869ca93615b5f5d49a1		samp_content_fun		[ phrasing ]	
type	lib/html_types.mli	1695	098456dfaa9f6a9937a0338134c346fe1fa9548b0cb29c51b902e7debf32bb07		samp_attrib		[ common ]	
type	lib/html_types.mli	1698	504c20724a2cb122fe37f76673cb31f15708991e1ab4b4c62e45b852a9308b15		span		[ `Span ]	
type	lib/html_types.mli	1700	e77a04806321af85650f70cb9fe2b1fe81e22db087af6619d71317c45c1771fd		span_content		[ phrasing ]	
type	lib/html_types.mli	1702	57b35125f18dbaa75dc808e77c439263b1880458c0b3ca1e6a0dd47dfec9ad94		span_content_fun		[ phrasing ]	
type	lib/html_types.mli	1704	fc6f1b472b28953ba145b7ff483ed125ee40bcdd586c7d35f4500f91e6610bd9		span_attrib		[ common ]	
type	lib/html_types.mli	1707	b432a866f9b2eeab58baa576745e5f9f0ba80df3be1b97166373037e4a374cec		strong		[ `Strong ]	
type	lib/html_types.mli	1709	70c78cdaf4f01f999538cfa06a06d24a846cf9af46daef3ce081a678c9e27c87		strong_content		[ phrasing ]	
type	lib/html_types.mli	1711	8a4d6e3569b8b456b601f6778bf6a5493aacf244dcbf8d8cbdb6062d68061104		strong_content_fun		[ phrasing ]	
type	lib/html_types.mli	1713	3ee0765c36ee1884e9f8ac663358239e5152620260143c86f91e47ad850e8b24		strong_attrib		[ common ]	
type	lib/html_types.mli	1716	b010f80205773b29544cf039b883bee222585515a2d17b2ca9abcc2bfa3a1119		time		[ `Time ]	
type	lib/html_types.mli	1718	eb8a31e52436954d90eb3d47c6fc6733437e027ae177d7bf85c342e9123e19ba		time_content		[ phrasing_without_time ]	
type	lib/html_types.mli	1720	4b139f274802bd2c37501d0b6c4b5a0da6564394b065aa1f551df5f56d725d88		time_content_fun		[ phrasing_without_time ]	
type	lib/html_types.mli	1722	7903438f93f17b5b36fba34b401b8c16fd046bde071d6650f04079240a44836e		time_attrib		[ common | `Datetime | `Pubdate ]	
type	lib/html_types.mli	1725	d58900f81778354f1bc9311bfd14989bc7289f0015b3665ed95b342ea958d427		var		[ `Var ]	
type	lib/html_types.mli	1727	c41769e0a85998862bb59cee59b2e39b44ba039a9f76fddc5809088631418657		var_content		[ phrasing ]	
type	lib/html_types.mli	1729	3a02bc91fd5bdbb08cd0be257f4a41f19c7356cab88c5e3d1c93daaffcfb7574		var_content_fun		[ phrasing ]	
type	lib/html_types.mli	1731	cb0f6a5ff600fa2540f91dfee91a5ba57b316aa1306879afdda84770036ddea4		var_attrib		[ common ]	
type	lib/html_types.mli	1734	13b90683a396bed624190a622f00da12c611f0285ef151282a6b90e8770b0183		a_content		flow5_without_interactive	
type	lib/html_types.mli	1736	c939d48301a04fbe968419f5371e2939aaafd26e7cac6296ca0bc9942c89731d		a_content_fun		flow5_without_interactive	
type	lib/html_types.mli	1738	ad07a81b8895e17102954a56750108fb02129ec43000134f32fba2252f1dad78		a	'a	[ `A of 'a ]	
type	lib/html_types.mli	1739	0b0dcb917eee85d2eb868f249f458518a48dc3b66cfd0f18824d5eafc9aa6999		a_		[ `A of a_content ]	
type	lib/html_types.mli	1740	4b4f437c8d24d9edd087b067a256467207046fbb38aefd7be7c41589a8f5a054		a_attrib		[ common | `Href | `Hreflang | `Media | `Rel | `Target | `Mime_type | `Download ]	
type	lib/html_types.mli	1746	45289036f8a960b62f38d4a937fc7966acb64c59de2a2c86f87d61ea12eb7310		del	'a	[ `Del of 'a ]	
type	lib/html_types.mli	1747	c31086ab3108674cef01995df336a84213a7e6d40ee5be6eb66808adf117e4f9		del_content		flow5	
type	lib/html_types.mli	1748	ba221282bc19e46e7b613e6c0943071775a9e55357fdf008d001dedaf61f254d		del_		del_content del	
type	lib/html_types.mli	1749	66175b68c9c387d5b8f54427db57847bc6dff38d559efeafd82a0135bceb76e8		del_content_fun		flow5	
type	lib/html_types.mli	1751	233ee51174021427bcfbc46aa87d5bbc287626c76439c1d238d28d2222074e38		del_attrib		[ common | `Cite | `Datetime ]	
type	lib/html_types.mli	1754	f991f0a7581605dc480131b8821c724a022ff190a9ee13005bc60650fef88bb9		ins	'a	[ `Ins of 'a ]	
type	lib/html_types.mli	1756	27fddbd7a501d5f747543faf2e913031616fcde69304327a3fa91c9ab72cb110		ins_content		flow5	
type	lib/html_types.mli	1757	11651744da5c6bf6f3cddd7a278976f60a7f1b7bd40475c46db0e69ae7747d22		ins_		ins_content ins	
type	lib/html_types.mli	1758	cea34c8a304ec1cd339d51a8de4669ddf6b2ad44efda646aecc2cb53255e3647		ins_content_fun		flow5	
type	lib/html_types.mli	1760	e1201d3c2abac65c13dff2115dc9577298793637300153cbc7634e37d7c59dab		ins_attrib		[ common | `Cite | `Datetime ]	
type	lib/html_types.mli	1763	550c70d1a9b2177221592480f61e7fa08166f598280c5db41dc3bc356836faac		iframe		[ `Iframe ]	
type	lib/html_types.mli	1765	aab92ad07f6fb4c57fc9db63961d789fcbb1f9328e8bcb9af839bc970d603555		iframe_content		[ `PCDATA ]	
type	lib/html_types.mli	1767	0cac80049acba48cf1c57f14424486449b9aa5402a2ccb404a7fe246cea1b960		iframe_content_fun		[ `PCDATA ]	
type	lib/html_types.mli	1769	042bb0161e4c78e5ccbdbae48283faee3227dd458f975dd6571ca719e71b6d33		iframe_attrib		[ common | `Allowfullscreen | `Allowpaymentrequest | `Src | `Name | `Sandbox | `Seamless | `Width | `Height | `Referrerpolicy ]	
type	lib/html_types.mli	1784	5cdaab167c7a2df17e5f9f8b3a9cc0ed9b999962fca1b551aee84926f660f208		object__content		[ flow5 | `Param ]	
type	lib/html_types.mli	1786	3485c8eae5c8fc4bcb238cd931955fd3ee2b33d9635f356c4bfaa8cf7b50ed80		object__content_fun		flow5	
type	lib/html_types.mli	1788	ed523ca85ed0c98d93811347ed060c4c16913ab06992c8dd68bc3972ae5a8d41		object_	'a	[ `Object of 'a | `Object_interactive of 'a ]	
type	lib/html_types.mli	1789	1d1ac84e4670b395a63fe44beddb86c79ad6122242841242bcd8b8ccabab5128		object__		object__content object_	
type	lib/html_types.mli	1790	873dd6e946279c3ea00720035d39ea96b6ddd44ed82758eaeefcda46ba1877a8		object__attrib		[ common | `Data | `Form | `Mime_type | `Height | `Width | `Name | `Usemap ]	
type	lib/html_types.mli	1803	78b401192809672b3dd339c5bea58d7d6fe2ed1fdb49bc47dad7ac0d2644bb3c		param		[ `Param ]	
type	lib/html_types.mli	1805	b07f0f170a2fb209543d0d5ca49caa9815870ac5dcb5d67a724eea8757750e4c		param_content		notag	
type	lib/html_types.mli	1807	c9efd9f88ff03d0b64102637d7444568cee746997bdd807ea8f981363db305e1		param_content_fun		notag	
type	lib/html_types.mli	1809	302b25305c524709559c154e911207932a8cbef0b2ed5f2285c82258a452e21e		param_attrib		[ common | `Name | `Text_Value ]	
type	lib/html_types.mli	1812	2b7df58a55e89ffa76c5bf2d4782d609927e40a924756843b06ae8ac80f7693a		embed		[ `Embed ]	
type	lib/html_types.mli	1814	73bf08e4f3b19d333ad0babf44961e18e667fa26d73e056b0b79a007b1e585fd		embed_content		notag	
type	lib/html_types.mli	1816	b4ac35d44d7b4f7d704b1a0a2a8227aa85037f68b0763741f49e0c1bac0c9d91		embed_content_fun		notag	
type	lib/html_types.mli	1818	3c3ffde457ec11bc0313b33c7e8342686a002edb67c512710f7734065f29f634		embed_attrib		[ common | `Src | `Height | `Mime_type | `Width ]	
type	lib/html_types.mli	1820	3d5268e599d7fbfa31eccd410f39c65cf078d705076d7656981a16b98f1b6a80		img		[ `Img ]	
type	lib/html_types.mli	1821	e851a823d17ca70273418db2412346098b4b8192356d21ae5d96a36f94804aa2		img_interactive		[ `Img | `Img_interactive ]	
type	lib/html_types.mli	1822	d2dc14dfda65e458f342b16374d6bd15785dc89a5ea382712cba531351f6639a		img_content		notag	
type	lib/html_types.mli	1823	332a39d7b0ae3b83537c731231f2df9e6ae5a86d7900e92dc80f75058c89cbf3		img_content_fun		notag	
type	lib/html_types.mli	1824	8b028885b9cc88208b425a1dd9fc41cb7ae49ab76d9835f6d6b77403593a52fd		img_attrib		[ common | `Height | `Ismap | `Width | `Srcset | `Img_sizes ]	
type	lib/html_types.mli	1827	a7cdfa2cbb83779cfaa34e8166b3211459c95480310c7540cb233850923a8c73		media_attrib		[ `Crossorigin | `Preload | `Autoplay | `Mediagroup | `Loop | `Muted | `Controls ]	
type	lib/html_types.mli	1837	87ceb7ec769243590f56d0d603e1ef5ddc1238fdb7fcc1bdea5e0aed039436ae		audio	'a	[ `Audio of 'a ]	
type	lib/html_types.mli	1838	e54c51383444fd39c03953c50810d95b7b56ad3712096b924cb0dc1ae0235425		audio_interactive	'a	[ `Audio of 'a | `Audio_interactive of 'a ]	
type	lib/html_types.mli	1840	4258bd81b311e3f85e757ca8f7dbecd17e3c52d163d085b53b23347d1cdd15a3		audio_content		flow5_without_media	
type	lib/html_types.mli	1841	0d5711ca977977e4510bb611b9a224256301faf468eb750b87d755440b4bb9d8		audio_		audio_content audio	
type	lib/html_types.mli	1842	b1ab4062bbfb7668f1f532b0b253eaee0353888d18858660f2e8533296a45b5a		audio_content_fun		flow5_without_media	
type	lib/html_types.mli	1844	88a133008228cc8f70cb13f3002a19f84bfdb24d532225c26f923c22b5258eee		audio_attrib		[ common | media_attrib ]	
type	lib/html_types.mli	1850	546387cb8110f05ad9add6c6e4b3d95c07632e27d6ff402694dc05c452a4e3ab		video	'a	[ `Video of 'a ]	
type	lib/html_types.mli	1851	18066c518cf64a3584a45be9a17a7229db3547a081c6bb0806ff0552abeb4c7c		video_interactive	'a	[ `Video of 'a | `Video_interactive of 'a ]	
type	lib/html_types.mli	1853	ca3ff10571512af2af7ae90c98adb9a84511367e8a03a0f45c2b6d0b63a1920e		video_content		flow5_without_media	
type	lib/html_types.mli	1854	69a0688a5878f0f0891f367815ff80b879dfb4baeee5bb42e9660f083cae6bc2		video_		video_content video	
type	lib/html_types.mli	1855	cbd3a8966fe664da544dbc6d3552601493d2f364873ac2d129b34b608c30ff9f		video_content_fun		flow5_without_media	
type	lib/html_types.mli	1857	8854f61647b54a8c3891256755e9515fbf5fbe655f0c121db39205ec6c2ad1c1		video_attrib		[ common | media_attrib | `Poster | `Width | `Height ]	
type	lib/html_types.mli	1866	ac643df345981488db21c7d6e05a205ef91733ae944058c90aea45ed060da952		canvas	'a	[ `Canvas of 'a ]	
type	lib/html_types.mli	1868	2edd92991734dabb014fb54c5008f7ff739cca19dfb89360e379ac082305ad23		canvas_content		flow5	
type	lib/html_types.mli	1869	048f29b7648f7c9be644d527773ab70c2d3e019524f2986b0a4ecb98ee406be8		canvas_		canvas_content canvas	
type	lib/html_types.mli	1870	104c3451a52768cb56fec9cf433587210e94d9e682db345f7a3f39a7f4d8e957		canvas_content_fun		flow5	
type	lib/html_types.mli	1872	3b3fede8cf2e2caab530c4e494218daedc30c8c7af8bcb06d43090aead205193		canvas_attrib		[ common | `Width | `Height ]	
type	lib/html_types.mli	1875	e3c66105f40ad4b0b1f1bdaa960f89cd0594b075e2b2de67aee40076ff859d33		source		[ `Source ]	
type	lib/html_types.mli	1877	77f8ad32e6f28c92018f8a1ec4a4b16bd7e648b40ef1b411c807ae1974624ca1		source_content		notag	
type	lib/html_types.mli	1879	7432c0b2da3c769d8a2ed758895dde66dcf22edfbe1bb643c7f34388841b4396		source_content_fun		notag	
type	lib/html_types.mli	1881	23ff1c771dc9e024bfd2bd249345dad5ee6fcf35e7b8b279c11c2edf0652d3bf		source_attrib		[ common | `Src | `Srcset | `Mime_type | `Media ]	
type	lib/html_types.mli	1884	59678633fa702dd402e2344db028abafbdb944b5ef5025c6d90a0b2a90d77a87		area		[ `Area ]	
type	lib/html_types.mli	1886	d2570e8d87a05c7c9100e15b5dd9c8fbc00b7b1fc5cab2fe87b68b9ba26d1959		area_content		notag	
type	lib/html_types.mli	1888	7fd56d861341fc0911fc50a2a1472c3598081b053939a40a24113a1098f081dc		area_content_fun		notag	
type	lib/html_types.mli	1890	0984b62441c5cac2c2d6e4e4d474eada6a6812ba52e5c550b0fc30f553e82592		area_attrib		[ common | `Alt | `Coords | `Shape | `Target | `Rel | `Media | `Hreflang | `Mime_type | `Download ]	
type	lib/html_types.mli	1905	68b5718d7f7dde9462f8a654f1d59b67866c0c07837942c3020d7f18641f6903		map	'a	[ `Map of 'a ]	
type	lib/html_types.mli	1907	5982222c8249aa4d4bbef618b6a362c68198271c51107505db3b6ec981423d1f		map_content		flow5	
type	lib/html_types.mli	1908	98f2c8405f3c4e1900be7cd5d73861367823187b213866ff8b553fd8a57685c1		map_		map_content map	
type	lib/html_types.mli	1910	ef58e8c1bf4c11b2300bcb8574ccdabd6c0394c088fc7f4501eaaf259fb6c1df		map_content_fun		flow5	
type	lib/html_types.mli	1912	6cde9be229c791c199a0fa692bb001bb118be5f1e5ba76a034050ae3aa082f67		map_attrib		[ common | `Name ]	
type	lib/html_types.mli	1915	cb853d9dd8e05397d5657b4080d2dd27fccc4dda086e3e1f1a1f1a2f5b17ed85		caption		[ `Caption ]	
type	lib/html_types.mli	1917	84d6bf3484e166be4950ad27a603a734710e3be922f4e53f128db23fc6ee283b		caption_content		[ flow5_without_table ]	
type	lib/html_types.mli	1919	dc74bc6a787e1bf4a301e338f2a3d7fe5579ac5e2de9ca271a9bbae323e7b814		caption_content_fun		[ flow5_without_table ]	
type	lib/html_types.mli	1921	b49bfb75b57c6a682624b2c5e6472bb3e090b1c05711e299a44098ceab077fde		caption_attrib		[ common ]	
type	lib/html_types.mli	1924	4427b27edf8c75f9dfca29dba6640d86233d4ed39c8f2edb5f975943dd742fb5		table		[ `Table ]	
type	lib/html_types.mli	1926	e95d76311c4af712d65b092de0dcb75ac7b8cd60ef8f9ad2cc55057750b5038b		table_content		[ `Tr ]	
type	lib/html_types.mli	1928	8179912a4fe96d6daf9ae4678cd22827e94fe31eeaee16f6b4a3d68877564166		table_content_fun		[ `Tr ]	
type	lib/html_types.mli	1930	cfcd755c2fd6adfce5c8f82dac113119255175c5f4b524a8c43bee84a1ee2363		table_attrib		[ common | `Summary ]	
type	lib/html_types.mli	1933	ee74e258f55dd64e6575d80f4caae6952cce2943578bfab28fa39d5d8f1ec0cd		tablex		[ `Table ]	
type	lib/html_types.mli	1935	e81ba5bb0938d3069bca83e080adbc7aa6862efcbdc0bdf0cb0da87afc130f10		tablex_content		[ `Tbody ]	
type	lib/html_types.mli	1937	e81351e0590105604b46b0c15d88a645abba1b261e705514686eae490db9aad3		tablex_content_fun		[ `Tbody ]	
type	lib/html_types.mli	1939	1c4163b8bf10d5688091323c753dae6dfd0b9afbeb7efc6c5905c1baca179be4		tablex_attrib		[ common | `Summary ]	
type	lib/html_types.mli	1942	7fb2f2867c620b2e3dc2db075d340454b9006e2143dd5405a70a771a103f8a0f		colgroup		[ `Colgroup ]	
type	lib/html_types.mli	1944	b969c0eae4d5903c22d6233f71878e6b52900c6d659857c81cce7a019cf80e9a		colgroup_content		[ `Col ]	
type	lib/html_types.mli	1946	6c53a64610926799edbc1751a474bca4e9fa12c96513d252c1c492d2de89014b		colgroup_content_fun		[ `Col ]	
type	lib/html_types.mli	1948	17abcb9593cd26351bd5057edece5db58abe7a87b452b3271b231242562d24ba		colgroup_attrib		[ common | `Span ]	
type	lib/html_types.mli	1951	8e9033ea17b8aa7f501b494a991c2b94a54b5fc50e322eba04a4c04195c42107		col		[ `Col ]	
type	lib/html_types.mli	1953	7236739a66be0f88f36031dafdaac83a28b7f456f8e3d0cdff684c0c43ba39b3		col_content		notag	
type	lib/html_types.mli	1955	e3a0a7dee67815e22bec5295ab7dff1f2b61f9943c6151038c6a07ed7a3c89e7		col_content_fun		notag	
type	lib/html_types.mli	1957	881e48bf4ed96316d3918ab1955a3ee533fa0f78256aa3b2bde2010483ffe278		col_attrib		[ common | `Span ]	
type	lib/html_types.mli	1960	856deccf9a55cbb69f5462eeed87f7409ac06d5c5f6fa912bdcfa46f502ea0a3		thead		[ `Thead ]	
type	lib/html_types.mli	1962	42088aff478af3b93dc82cf46fca24ed3d7216ccc0ccb8c061393da9803a0b33		thead_content		[ `Tr ]	
type	lib/html_types.mli	1964	fad67c56af16a5172a34bb0877a10cf8058d2d077b4bab5d9811d4f83aa2f14c		thead_content_fun		[ `Tr ]	
type	lib/html_types.mli	1966	e13b3668a28ec2b811b4ee3b9dc901f65289026af91d557ba356530de7d7c914		thead_attrib		[ common ]	
type	lib/html_types.mli	1969	d3a1f84d90d3be862d9ada168cbced82d6783e021e4194d2a15f88b2b6ef3eee		tbody		[ `Tbody ]	
type	lib/html_types.mli	1971	08c116dc8dd152741954c19a9adc219cebed9bb760e27ad905113e0dc4b256c6		tbody_content		[ `Tr ]	
type	lib/html_types.mli	1973	18fd33556c3f1f8bb4f1a014b411725a8bc1e88e46ec27b32cab693ff60e7146		tbody_content_fun		[ `Tr ]	
type	lib/html_types.mli	1975	359feb6eed11f11b9d46958db0ca7be78eec71bb01df51241165a1acb281e341		tbody_attrib		[ common ]	
type	lib/html_types.mli	1978	46b968aa80fcb80548dd78bd04518bdeb3cffa21f942a72eabf574f28590160e		tfoot		[ `Tfoot ]	
type	lib/html_types.mli	1980	ee4ee16da439f530fd0c50323b5e49baf0d4a0896d522f8ccd97ed841fee186c		tfoot_content		[ `Tr ]	
type	lib/html_types.mli	1982	9573560849b7f42a474b5f2269f32aef90689d0c95ae0cc80f672c3de2114a7e		tfoot_content_fun		[ `Tr ]	
type	lib/html_types.mli	1984	815573e8e3a3f2ee5747c17c67804c8f3a0167fe02e2ae5703c44fa75c7d3fab		tfoot_attrib		[ common ]	
type	lib/html_types.mli	1987	cd9a00d236b8d833cf6cf65ada46d0e275cfe5f539737de8e48595ee7d3cda7e		td		[ `Td ]	
type	lib/html_types.mli	1989	099f0bc502f6860a1a27ad61c3e9eb04105cabdf01ca651df7aefde0ef329bee		td_content		[ flow5 ]	
type	lib/html_types.mli	1991	4431288f22b3cb0d1376ba977d241bb674a0b4c79df55945eb8f676386441fdd		td_content_fun		[ flow5 ]	
type	lib/html_types.mli	1993	a5e61813650bf5b1bea3063d574d02b5f7a4503a2a61144f112971425bd60d50		td_attrib		[ common | `Colspan | `Headers | `Rowspan ]	
type	lib/html_types.mli	1996	73c364fbdc736589943226fa12dd7925646937ffc7c4d1c6f4c588788c922205		th		[ `Th ]	
type	lib/html_types.mli	1998	e7d6ccb565b0b5996856fa8a7761bc3f724c3fe8c1fcb1dc789075aeca6d2e74		th_content		[ flow5 ]	
type	lib/html_types.mli	2000	047eab221fb937bbff485204e020c542a097b92124d0ad281dc15480221af2f3		th_content_fun		[ flow5 ]	
type	lib/html_types.mli	2002	6c6e1afbde35cecd21b27ec275fe22bede448aaa6ad0af46e9cd41346af6f514		th_attrib		[ common | `Colspan | `Headers | `Rowspan | `Scope ]	
type	lib/html_types.mli	2005	dbba6a2ad1cae7030241d4b02bcfa504e08d61c362e01e05fcf8296483fa033b		tr		[ `Tr ]	
type	lib/html_types.mli	2007	b3f746b507a565c97c6fe7c0cf127e41bf799ba9fddce70de7219d95b900d410		tr_content		[ `Td | `Th ]	
type	lib/html_types.mli	2009	6aeab331964de26e17552bddc1f1346c545af669d6976dac2209a25e7d589455		tr_content_fun		[ `Td | `Th ]	
type	lib/html_types.mli	2011	62844c808c087870da514192b7677ded0c0b629de43f9c73f245ac593c1039f3		tr_attrib		[ common ]	
type	lib/html_types.mli	2014	1b5cadf6cbebdd32275c1d80baef53675f2506ae6fec6ac31fc40ae3db8337f7		form		[ `Form ]	
type	lib/html_types.mli	2016	3dd0d7752897cf4f86aafd5dec6a3387d35b876600a14f47edc972d2e21ececd		form_content		[ flow5_without_form ]	
type	lib/html_types.mli	2018	d32e4cd19889031660b2bd505190af473a3f305125799fb9ec6a1fe5d7cb9e83		form_content_fun		[ flow5_without_form ]	
type	lib/html_types.mli	2020	e3c48d7310108dfbc29f764f152d5611fc2c91b40f5f775ebbeb9bd676c635af		form_attrib		[ common | `Accept_charset | `Action | `Enctype | `Method | `Name | `Target | `Autocomplete | `Novalidate ]	
type	lib/html_types.mli	2034	9d31827bde33c5ebab5db1cc70591d46540d86f5e02b3a5ecbe2f7d2b6624731		fieldset		[ `Fieldset ]	
type	lib/html_types.mli	2036	d912f7480c539a68f7443cabaec0b74fcedcda65373d5c044b110aad508c4592		fieldset_content		[ flow5 ]	
type	lib/html_types.mli	2038	dd05485db2bd6d8c15b8e10719dfb34d4894409718397fffd6cde4f3ee2be14e		fieldset_content_fun		[ flow5 ]	
type	lib/html_types.mli	2040	43d5362a073dba2ef4ac8970a85fe64f54075307589c9ba6531ed85273ece9b6		fieldset_attrib		[ common | `Disabled | `Form | `Name ]	
type	lib/html_types.mli	2043	a861580dc56823946739234b4c7e8261a50483c3119402537a2c0899e792e21d		legend		[ `Legend ]	
type	lib/html_types.mli	2045	f7f5468b5ceac33f3eb035f6f7559041dedabf34a454ee0f29243cd32f53150f		legend_content		[ phrasing ]	
type	lib/html_types.mli	2047	7195ddf11b7a8874da2edcd61cd1c3a8059b7565f53d7111a9ff9168bcd7d766		legend_content_fun		[ phrasing ]	
type	lib/html_types.mli	2049	b71e511ff5c13bc1bfeb1c4a368a09343126bf13c7c3dfe3f48f01553569fb2b		legend_attrib		[ common ]	
type	lib/html_types.mli	2052	21837a0c82c51785f2270f1828288af4b13d7ffc68b463275f8443e3154a8a04		label		[ `Label ]	
type	lib/html_types.mli	2054	4b869179bbc4225152d437daba0174b940203a48bd5b43daf5e792d9b58bb136		label_content		[ phrasing_without_label ]	
type	lib/html_types.mli	2056	f10284be00c4507f4db4f203564a11e97972d0aee3f883da5c506e8ae68a19c1		label_content_fun		[ phrasing_without_label ]	
type	lib/html_types.mli	2058	b8a22ee6f8a5d0cd7771bfa5507077e13895c065c730d33d63807c573f51c9a9		label_attrib		[ common | `Label_for | `Form ]	
type	lib/html_types.mli	2061	fa140966a8a2781f07706066bf30fbab8f4409d67bf96560fdaa63336a8007ed		input		[ `Input ]	
type	lib/html_types.mli	2063	3893acaaa0f6b72e2fcea4621721388f361e6865402855738d407fb3ba256866		input_content		notag	
type	lib/html_types.mli	2065	56c32d09dce4f7c46b14e5c5a35faeb95dc637f46be4dc709e2d34ec4c63e3b7		input_content_fun		notag	
type	lib/html_types.mli	2067	6e1a39a56f2e71a95f4a86d0b9d1606f74c34d0da7bec5316e762f2f39743874		input_attrib		[ common | `Accept | `Alt | `Autocomplete | `Autofocus | `Checked | `Disabled | `Form | `Formaction | `Formenctype | `Formmethod | `Method | `Formnovalidate | `Formtarget | `Height | `List | `Input_Max | `Maxlength | `Minlength | `Input_Min | `Multiple | `Name | `Pattern | `Placeholder | `ReadOnly | `Required | `Size | `Src | `Step | `Input_Type | `Value | `Width | `Inputmode ]	
type	lib/html_types.mli	2104	75f6fb23c25441e09aa89c0eee5e7df02eb8236a980b6fdb592747cb744a4a2e		textarea		[ `Textarea ]	
