#tyxml-html-schema format=1 generator=Gates.TyxmlSchema inputs=vendor/tyxml-d2916535/lib/html_types.mli,vendor/tyxml-d2916535/lib/html_sigs.mli,vendor/tyxml-d2916535/lib/html_f.ml input-sha256=0031c56d5bcc048b11ba47fd4d840235bfc52ced9722269510818c14004b3df3,5cf48b32cc19f4c9b400f388a749b1a8c0f4e5b058ae88e21ca568a899622f9b,4b777d7c2716e8e39c306a2c4018f3da7aee3bf7678ff3966bda6a441c793c57 rows=946 regenerate=lake exe tyxmlschema --write
#kind	file	line	span-sha256	module	name	params	body	attrs
type	lib/html_types.mli	1206	6bb0b1e4d162663728a1e8601d63534b828edff4b34a2c3d85dcd5828743bbac		body_attrib		[ common | `OnAfterPrint | `OnBeforePrint | `OneBeforeUnload | `OnHashChange | `OnMessage | `OnOffLine | `OnOnLine | `OnPageHide | `OnPageShow | `OnPopState | `OnRedo | `OnResize | `OnStorage | `OnUndo | `OnUnload ]	
type	lib/html_types.mli	1226	4aad6e90d58972c7803db32beb6df484461609b56b11f26b90c976992e23f0c2		body_content		flow5	
type	lib/html_types.mli	1228	945c155e38b4712d986a0fee9624cc74724f36b256acf28508c9abc113058149		body_content_fun		flow5	
type	lib/html_types.mli	1231	ee0a280a85f8c72afa3cfc1cbd275bae96b8340e3b06adc922ecc65f6861e792		svg		[ `Svg ]	
type	lib/html_types.mli	1232	60578b4bdd0d4142804511a2538aaa484d98b020da69522a31a5c3ee76dfa1c5		svg_content		Svg_types.svg_content	
type	lib/html_types.mli	1233	a2f226ed9b6b5d36dd5cb7aa2ba7db1e5692bea1be418680e09e41db7978711e		svg_attrib		Svg_types.svg_attr	
type	lib/html_types.mli	1235	ccdbeca734b859b9a4fab1ee2f8c213f0a668228a8636969b0dee3fa3c333e9c		base		[ `Base ]	
type	lib/html_types.mli	1237	0ea70b58f62108f262526b04deba027cb3cbb6408122222845590a86185b20f5		base_content		notag	
type	lib/html_types.mli	1239	f96d907005322eb49dcf8949af452912a1fa06ade054c9da42b502ab6202ddf6		base_content_fun		notag	
type	lib/html_types.mli	1241	5aa79303fe2a7114fafcd7174b2aa0b5c3054cb06a092f1280702628ea51b854		base_attrib		[ common | `Href | `Target ]	
type	lib/html_types.mli	1243	47d164d831847376d792e4f3e679aa715f19134b4b3f3cb8c6f7a0244494cbe3		title		[ `Title ]	
type	lib/html_types.mli	1245	92ddc2cd2a9ed096fe8924f31bf7a9f7a1131e2af55994dd981f8871c3a4b438		title_content		[ `PCDATA ]	
type	lib/html_types.mli	1247	e248d80f92b45c9052cf66caa6142c4645c54b48a3fcfe22d4ef383c6032abc8		title_content_fun		[ `PCDATA ]	
type	lib/html_types.mli	1249	1e1aed7932d70207cfb5f2b14e0b140c866a4e5b18477ebafdefff479ba77c60		title_attrib		noattrib	
type	lib/html_types.mli	1252	931c04d91a007145e8c4ef4b55b43e36e33b1748d8f187ed09ed492f5b83b325		footer		[ `Footer ]	
type	lib/html_types.mli	1254	a708f897397dbd05f3e064bbcec40d8cca90129caa6a73b968ce4fc375218ed9		footer_content		[ flow5_without_header_footer ]	
type	lib/html_types.mli	1256	f719ff4ae7cbfd9e164b0a0c1bb8af255027ef77500c7b36d8f3caefdd4c325b		footer_content_fun		[ flow5_without_header_footer ]	
type	lib/html_types.mli	1258	35c60a4f8e0e25dd2f11d51cdd97350de785935520be71449c580549250a288c		footer_attrib		[ common ]	
type	lib/html_types.mli	1261	af7cfc971dd5acbd603714458b1793c988af0f086f5b62fd94ab6a2a19dea819		header		[ `Header ]	
type	lib/html_types.mli	1263	c8d6eb8cd8313f6588f8a98a60b3aac6482db84a8e1335c92321b4628fba83d7		header_content		[ flow5_without_header_footer ]	
type	lib/html_types.mli	1265	3baac149a8bd2acb4398a11f4390a25132cff69a5d5b74646d41d389e430eb86		header_content_fun		[ flow5_without_header_footer ]	
type	lib/html_types.mli	1267	5ca16b170716c1deb8c3a82bb11fb8ef66a17f87fd56f46715c83506b8a6383b		header_attrib		[ common ]	
type	lib/html_types.mli	1270	ac48fb71fe6ae521cbfa255029cd1fcd8d9c274b04e200d3742986d3d8f20a6f		section		[ `Section ]	
type	lib/html_types.mli	1272	4010e3e4b12d68df9754e56725dd0a7f635a61b2878400b4342dbf0283b135b6		section_content		[ flow5 ]	
type	lib/html_types.mli	1274	2177598ca352780554ccd62b0b0d58f9d4a114e003c9f2169559a9f68b961281		section_content_fun		[ flow5 ]	
type	lib/html_types.mli	1276	6220dffc22999802d1aa331d22d6359ee3aa2c9376207ed69975f0f5a85c75ba		section_attrib		[ common ]	
type	lib/html_types.mli	1279	af8d5f6b7e4b20e64696834129f100a8d661de78b4e3771a67acbee433abfcfa		nav		[ `Nav ]	
type	lib/html_types.mli	1281	8deaec5d34f2d59043421a110d5001511ed8606e6108ccb95138c05bdee1b5ca		nav_content		[ flow5 ]	
type	lib/html_types.mli	1283	d1306cf9e7499a41d74ffe7d01d7a5a7441648850489943a85f7b108315023ca		nav_content_fun		[ flow5 ]	
type	lib/html_types.mli	1285	69b01a7ab97f37755ee645f1179b351ba49f6bb2b082477e0723b7f8d5417100		nav_attrib		[ common ]	
type	lib/html_types.mli	1288	ea08268efd504855ebd4ad22df9f090711fa643b56c7981db14862463083d15b		h1		[ `H1 ]	
type	lib/html_types.mli	1290	51176d116b3dc3a7794153681a2a108da14c4e9c0663d8e6d260baaca5548d4b		h1_content		[ phrasing ]	
type	lib/html_types.mli	1292	8ac803e936e13d6b605e9393fde25f59bbfc0f8bd3509643d79c922b8fd23066		h1_content_fun		[ phrasing ]	
type	lib/html_types.mli	1294	ea44641f0c5b9f152523c978d530b21fab625ae3bd5f4378701e3c846a1dcecd		h1_attrib		[ common ]	
type	lib/html_types.mli	1297	9e2bd2b80a82b64fcab702d06940de19112e931bd61c325eb586f4aced5c6eca		h2		[ `H2 ]	
type	lib/html_types.mli	1299	b259eb34a23af9d8b851e2a3924be89e14df2c331a1b2e809bde8093e32c17eb		h2_content		[ phrasing ]	
type	lib/html_types.mli	1301	fca37f5e5fbb56b333da5b95bd1605448399039b4c7f79afd186f5ff8419c9c8		h2_content_fun		[ phrasing ]	
type	lib/html_types.mli	1303	c3a6d901d7bbd9c81181ab2aaebaeef89d9f30b5a9fa7a9eba8729cd0780a416		h2_attrib		[ common ]	
type	lib/html_types.mli	1306	a9542e94fb4915792df86614f6527641469bcba1e76429bdfefc739cbe9aee4c		h3		[ `H3 ]	
type	lib/html_types.mli	1308	5c7092b8591918f6ffa96b95f0033caf71f83ec840a9ff5facfca531b1724ebe		h3_content		[ phrasing ]	
type	lib/html_types.mli	1310	8d158f938ae3715f11e3766601b5029a30dc5ff532264e3a6535b775243923cd		h3_content_fun		[ phrasing ]	
type	lib/html_types.mli	1312	782e0c2880bce771109fed048c9ca1049a0f66ea5f5187b793681116388eda0a		h3_attrib		[ common ]	
type	lib/html_types.mli	1315	c0b3935686ca69b6e0f1bdf861ffd0159a3ff13d90e8417b7573ecc692825310		h4		[ `H4 ]	
type	lib/html_types.mli	1317	5d805a9eea24fe52d92605df103f49775e295352b825f1bbfe19651f3a04f62b		h4_content		[ phrasing ]	
type	lib/html_types.mli	1319	1fa76ecc85f5ced0040b81dd933d7665a3c6426fce675b428dfb77fb59543cb4		h4_content_fun		[ phrasing ]	
type	lib/html_types.mli	1321	876fb56d4f15ba4419937e1c62fa7dbabdca4f35a5d2877628a61008ae097cae		h4_attrib		[ common ]	
type	lib/html_types.mli	1324	089c2438e10b07f16f6b72da5ada8133922b8fc57f0768a2dc77af14cf386b5e		h5		[ `H5 ]	
type	lib/html_types.mli	1326	b6efa51b2f499fbadfa83944feb8d986ab94583e80a7aa091298f56ec8ed6a6a		h5_content		[ phrasing ]	
type	lib/html_types.mli	1328	c9ef6eadd2146ba9cb5988e831d303696e54c1dec2aac3d92d9b4e651b8c170b		h5_content_fun		[ phrasing ]	
type	lib/html_types.mli	1330	04158cd1c900857e90bfaa1b89beceb3fa0a07d61a41251b37ddd5bcd7387dc2		h5_attrib		[ common ]	
type	lib/html_types.mli	1333	1c264ef08fb617023431900ca2f734ee55e0b1cace8cf09d10ca309e271ef096		h6		[ `H6 ]	
type	lib/html_types.mli	1335	97295b0f8eeb0ab6c29a183ba84fa7658d3bbab4124de3587055ba00130bd179		h6_content		[ phrasing ]	
type	lib/html_types.mli	1337	a4d4d9cae6a5b506fa5acc712463f6afb26b242e5820f389e4199051d335c493		h6_content_fun		[ phrasing ]	
type	lib/html_types.mli	1339	3ebe3047418a83e48399b47ed3323086eb8e9aac5ffe9cae8e4201a2a381c4fb		h6_attrib		[ common ]	
type	lib/html_types.mli	1342	edfd539de9e83cb038113e52a2dd44112128e6027a5d7ecdc84c0d70056712c3		hgroup		[ `Hgroup ]	
type	lib/html_types.mli	1344	5f6526aac994c91ad3765e1c6e35c6c63987bcd7d7b378921e0dcb3929b2e9f1		hgroup_content		[ `H1 | `H2 | `H3 | `H4 | `H5 | `H6 ]	
type	lib/html_types.mli	1346	fa9b7b836724899bc3b8887f4c7196695ddd138c081436c54ffcf0385e137274		hgroup_content_fun		[ `H1 | `H2 | `H3 | `H4 | `H5 | `H6 ]	
type	lib/html_types.mli	1348	2c0a09fc067a5810c6339d69e45feac31f5a923dad2fb8bfcc554a3bc065f489		hgroup_attrib		[ common ]	
type	lib/html_types.mli	1351	210c04f25ee491b9c23abfc04fa96ed075c9377ae9bd0d1aa876e75044f48992		address		[ `Address ]	
type	lib/html_types.mli	1353	521e5331ce4687ed396704732fa68b371cd1f50308142ce14c3319d109c120e8		address_content		[ flow5_without_sectioning_heading_header_footer_address ]	
type	lib/html_types.mli	1357	8114b88ef0b8fd783c3649cea2d27e43169e867049d508672945b99876c40042		address_content_fun		[ flow5_without_sectioning_heading_header_footer_address ]	
type	lib/html_types.mli	1361	eb77786df06d6402c035042308cc2cb000ad375be0056f4ade59e2f2d3d8b390		address_attrib		[ common ]	
type	lib/html_types.mli	1364	f716e7c462a2e947f29c777133b4101ac0cc3c0e959253803af4114ea2d0a36d		article		[ `Article ]	
type	lib/html_types.mli	1366	186fa7509b80b60a74719a2c1caa81b6980c2ac6eea1b2e9833716d5d5bb3ff9		article_content		[ flow5 ]	
type	lib/html_types.mli	1368	e3da225fa10161f7dbd37fc0beb626ec94cf80411c66ba577aa73d4c26efe0d9		article_content_fun		[ flow5 ]	
type	lib/html_types.mli	1370	643e6c4c2009c60ad5df3aa57d90a6f2304f5410b9a5180ff17893851beaa0e2		article_attrib		[ common ]	
type	lib/html_types.mli	1373	fcb869c2eb7114a4248e158443938b0a5a0bd555e4f642cc4dfa2563876d4df5		aside		[ `Aside ]	
type	lib/html_types.mli	1375	4812dc89457cb850bf2662ab946f5ca05dcbd2d7b3e668f91b78d2734a3e7701		aside_content		[ flow5 ]	
type	lib/html_types.mli	1377	596fd99d4b3d0a446a53dca19e23db79ec559e68c42870c0fd5612f1c4a9da32		aside_content_fun		[ flow5 ]	
type	lib/html_types.mli	1379	48b29f53dc6e3d2a2a612584969e98f5fe312017bdf438c6e6722d1ae92ab1a7		aside_attrib		[ common ]	
type	lib/html_types.mli	1382	501b2b159ead1fe73a9d45ae261edee220a100eb01e79d6c60247006206b1b89		main		[ `Main ]	
type	lib/html_types.mli	1384	1bf50b0dc68fb392fbe4a9197e892eae9f058ff2d0b8c461fcf5e1ac3301af8a		main_content		[ flow5 ]	
type	lib/html_types.mli	1386	465fbb1865958696889e7b882f9cf8320a9818a818f24ff1867bb8d9e735b28b		main_content_fun		[ flow5 ]	
type	lib/html_types.mli	1388	f3e8016e11006fb022c44e6ccdee1066ba97d5f65ad9942cca0252dd02b821dd		main_attrib		[ common ]	
type	lib/html_types.mli	1391	2ef6dffa9f8a4e913247d0cdc85def13bed7b3a8bc1be0bea956815e31db0b65		p		[ `P ]	
type	lib/html_types.mli	1393	c9cb76e128ceb3b3c4d651b672601798139a9fd02e7859ba34db200f5442b257		p_content		[ phrasing ]	
type	lib/html_types.mli	1395	b44cfd5bdc8f39c5be6fa96d17f32b19b718dfba72c6b59a9ee559e1b67372c4		p_content_fun		[ phrasing ]	
type	lib/html_types.mli	1397	a786a938bfb195eb6880c14b8c0914b4dff7d3550dce04e02f127deff998a432		p_attrib		[ common ]	
type	lib/html_types.mli	1400	4060bedda43674a50dfbb6d015911e1483d2423cb045c98529146c578a01dd6a		pre		[ `Pre ]	
type	lib/html_types.mli	1402	90ddac072556d439ac77761a93f541a7d6a61401d21001653f4abc9661a28ecf		pre_content		[ phrasing ]	
type	lib/html_types.mli	1404	1cff166129a25772d6c246c631f900b8db0a1ba0b8f8ff9be0ddfa3a0db2628f		pre_content_fun		[ phrasing ]	
type	lib/html_types.mli	1406	9ad14fdac899a73fdc8f238cbffe86d67ce93b75ee1a11aeb77f2b99b652fdfc		pre_attrib		[ common ]	
type	lib/html_types.mli	1409	36b6d8760cb4d720faae148aa461fcb63040d85f5512648adf4fa15b61c79c51		blockquote		[ `Blockquote ]	
type	lib/html_types.mli	1411	b98fbe3abdb44c7edbcddf33820e809a5f9c47b8850a4a92fef199aebf3fb626		blockquote_content		[ flow5 ]	
type	lib/html_types.mli	1413	12b5b23085decff4215994072bd38909eb4e084fbe539cb867bf9b13c750a30f		blockquote_content_fun		[ flow5 ]	
type	lib/html_types.mli	1415	6e66710bb75f0e4577ee915396016cb112ad5e4cd7b5935f0498a461491c616f		blockquote_attrib		[ common | `Cite ]	
type	lib/html_types.mli	1418	766e6242fa32b5f62fe34aed8f1d8e24fbdaa134c2bb80bb3266da04bac4e40f		dialog		[ `Dialog ]	
type	lib/html_types.mli	1420	fa6944b62cf03ef523622b0fa8cdc4b41ff62e2427d0921df6009c72de6577fb		dialog_content		[ flow5 ]	
type	lib/html_types.mli	1422	8d2347edbd9759a0ddbc9e9ace6253cdca946a5ce12d9244967e6dfee6b73eb9		dialog_content_fun		[ flow5 ]	
type	lib/html_types.mli	1424	461505eef33dad269ba3e9371e25d62ea25864031bf4001edf7d88f23e1bba6c		dialog_attrib		[ common | `Open ]	
type	lib/html_types.mli	1427	a91c70f634a7e3b7b39ec37500859663fddd4148d0e550e5a6e8da1387c747da		div		[ `Div ]	
type	lib/html_types.mli	1429	65efef89d7a045ddfde00fa952266b4ca5990fb03ef3c5502a47e49ab4445c1b		div_content		[ flow5 ]	
type	lib/html_types.mli	1431	47a35a45c7638f2b61e9b8ce799c7b869bbdd140cbc9b5af423fb895e32e07e0		div_content_fun		[ flow5 ]	
type	lib/html_types.mli	1433	68f2919560c5bb74e6ec43ff05fa4de5dcaab98b81ee462a741fd55b74dd4aa9		div_attrib		[ common ]	
type	lib/html_types.mli	1436	b35035d4fb39632b58d23db874cce94b12259a693c0e05d66f89a733676ad394		ol		[ `Ol ]	
type	lib/html_types.mli	1438	90da66d4e256fc4a87496bdcd68563746fa9818a626cf7318a41c168c49f3bcb		ol_content		[ `Li of [ common | `Int_Value ] ]	
type	lib/html_types.mli	1440	86dd0b42473d6795a4a3b25dd02c9a87cf175ccc2f2e90eb2f35475b4484e31c		ol_content_fun		[ `Li of [ common | `Int_Value ] ]	
type	lib/html_types.mli	1442	5dc9fac1124bf7651639ae0b1bfb7196add2ca5e297174beae19b6fe4afa425d		ol_attrib		[ common | `Reversed | `Start ]	
type	lib/html_types.mli	1445	c541e44c61ddfdab132373330acd93ca34be952b97c1d2783ed4b6b64553123b		li_content		[ flow5 ]	
type	lib/html_types.mli	1447	ea82710b8d332e4504eb64236f651b3438c07f36b101e6fb03b1fef476531344		li_content_fun		[ flow5 ]	
type	lib/html_types.mli	1449	137705abf9254c3fced004d5cdcefa7ebb489b63f58917dd4221f6a45577778f		li_attrib		[ common | `Int_Value ]	
type	lib/html_types.mli	1451	78f9572075c1f983b546e1c286abcd987b3efe4671a0ffdc8c037e8d750daf60		li		[ `Li of li_attrib ]	
type	lib/html_types.mli	1453	f928c0b07120068ce91291dc4e5312e7a4513565e64a0b4a9bbb8087024a860d		ul		[ `Ul ]	
type	lib/html_types.mli	1455	b44daa8582da967319a3e7d003d2385830bbcbb44554eb6ad2198cd180ab0c06		ul_content		[ `Li of [ li_attrib ] ]	
type	lib/html_types.mli	1457	43b6eb36f0d3243e825974f9f419aefd0333645521cfe52ed1a78c3d841e5fbb		ul_content_fun		[ `Li of [ li_attrib ] ]	
type	lib/html_types.mli	1459	fe27cb07eeaed3dfa054d49ddb29d05b2d99a6786eea5e6d5dd3c64c618b34fa		ul_attrib		[ common ]	
type	lib/html_types.mli	1462	63988a44b5edd69ad3689362b33770fc35382aed50afac90dc235fad8b33021a		dd		[ `Dd ]	
type	lib/html_types.mli	1464	da1d5484150b8ad546006248cdec076c91f66c23e84f856deadbd92b91dcf58b		dd_content		[ flow5 ]	
type	lib/html_types.mli	1466	7f2cb824b2f5c9a16e0c5ed86a920e91fcf814cf8fdeadf8a9aee90b9d3d86ee		dd_content_fun		[ flow5 ]	
type	lib/html_types.mli	1468	1129015ec3390281fb9f295c20c5093adcd443243f4605f0147aa15eaed9744b		dd_attrib		[ common ]	
type	lib/html_types.mli	1471	400a7253309ad070f5ebeb4da493c2d85b30f1e6dce6d6472faee113549bedc0		dt		[ `Dt ]	
type	lib/html_types.mli	1473	2da2b9e0b41a08dd584aee6c2674d67c30a291ffd99e79bee776146cf1ad3a32		dt_content		[ flow5_without_sectioning_heading_header_footer ]	
type	lib/html_types.mli	1475	d5943fc7c553dc6fc54d6795ac5e37c8b101fd4f657bcc243aa48b99397a7fdd		dt_content_fun		[ flow5_without_sectioning_heading_header_footer ]	
type	lib/html_types.mli	1477	e374719839d0ce35af85b030633d2cc133790943bce99287bb587696e091144b		dt_attrib		[ common ]	
type	lib/html_types.mli	1480	845602a4c13078ec7a78d35484cd0f55681dcf301c1a305ce2c7195ffecbcc79		dl		[ `Dl ]	
type	lib/html_types.mli	1482	59ec9fd3737dfad8480448e9eca6fde877101eb4b35c4638c0dee700f8d0c186		dl_content		[ `Dt | `Dd ]	
type	lib/html_types.mli	1484	e85c95495f49b08a7a8abe8f3fba45cb005e491398f26104d7d4cca6b9832a59		dl_content_fun		[ `Dt | `Dd ]	
type	lib/html_types.mli	1486	9d831cc1f11759fbd80b45e589143374bf5cc9beef108ce0c7eadc4472f97aa1		dl_attrib		[ common ]	
type	lib/html_types.mli	1490	e59176cb7fa87ad023de8ddd2eb44779d396aac4677b20f536c92974929cc0e0		figcaption		[ `Figcaption ]	
type	lib/html_types.mli	1492	e987a40542adc515507ebb1d9f55e2f6741aa246636ca2831194d634fc2d6ad8		figcaption_content		[ flow5 ]	
type	lib/html_types.mli	1494	4afaf1c2e614af6f08181b5d3b0c9bf195e77ccec795a43f984f6c1f74dbb80f		figcaption_content_fun		[ flow5 ]	
type	lib/html_types.mli	1496	29d991abaf11a296f2a95b106ed9006d5d25f59a8c464cc463b3c8aa2f56317e		figcaption_attrib		[ common ]	
type	lib/html_types.mli	1500	fd37c66e368cc7d7650753e4216a1e6df514e69951e669a9607eab80b9500fa9		figure		[ `Figure ]	
type	lib/html_types.mli	1502	20ccd3e700c2fa6a0e0d848089ea371c79d419a1f665c9018e17c6731e5434ce		figure_content		[ flow5 ]	
type	lib/html_types.mli	1504	3f8dab0afacbcea1ef15216c0cc963587bd1579100ca2a3651696a96b56da7bd		figure_content_fun		[ flow5 ]	
type	lib/html_types.mli	1506	09d9c9738c4c0260d7ae21968bdfeec0d8f3636a137f36c5f4500e26c2e660d2		figure_attrib		[ common ]	
type	lib/html_types.mli	1510	e693ccd6f9dd8cec19f37471fee8999b4ce69e4f556986bddec7cb03b2400f3a		rp		[ `Rp ]	
type	lib/html_types.mli	1511	72a80c55b0ec9adc6a06cbffc58200a061fa8cfeb846924e4305cec3a47f6949		rp_content		[ phrasing ]	
type	lib/html_types.mli	1512	74a5155b4f7de9ee1c588e543691a0b239a931c4ff1e62e9c3ceec19b01e4ea9		rp_content_fun		[ phrasing ]	
type	lib/html_types.mli	1513	885efa97adfda8153df11adc918f66dc698c8ddd5acda91b94583875b40e02ee		rp_attrib		[ common ]	
type	lib/html_types.mli	1515	a79481c570889f13af92144fb40ed28552079102d74e421a39d136919f5b5d22		rt		[ `Rt ]	
type	lib/html_types.mli	1516	df7e62531c27dde1fb7ffe0b533b048a95c1e83f381c5abe41f916e15263bdfd		rt_content		[ phrasing ]	
type	lib/html_types.mli	1517	71c983880e030dca6f740a387eb8d226ba9f0b55a2ff84b15fb8a14d51c534b9		rt_content_fun		[ phrasing ]	
type	lib/html_types.mli	1518	18d9015fb0ab8fdd6c637440327c54c97ce84845b9e07cff44b5a462e1b826a7		rt_attrib		[ common ]	
type	lib/html_types.mli	1520	21bdb84af8d6e9cfb75a273843133baa3d45a6430db263a762149be845d2212d		ruby		[ `Ruby ]	
type	lib/html_types.mli	1521	0ead3c330b86cfa97ec02e65a965cf0b56de105ddbac37c941c2dcdc10a4bc21		ruby_content		[ phrasing | rp | rt ]	
type	lib/html_types.mli	1522	f3d5da8e2ebb8d9a423ac71858e155fec7d3c6e8d12ca0e24ee22d34f75570fd		ruby_content_fun		[ phrasing | rp | rt ]	
type	lib/html_types.mli	1523	153b461878d2d1ef9cd6c74b83a796a9760ba2dedc67ec4a14d3d1ad2669679a		ruby_attrib		[ common ]	
type	lib/html_types.mli	1527	fc72c46f2256d7b5c427c34c5fec8d5e068f1fbcd5a4687b5259654c917a3049		hr		[ `Hr ]	
type	lib/html_types.mli	1529	e22084ef4a90241733f64f698bb9c794fce7a1a9a29edf04977878d8b4bf3768		hr_content		notag	
type	lib/html_types.mli	1531	8690cd0849dc19224076fb4d28e5ae0dae9e7abdb8192e6da5400492638c2471		hr_content_fun		notag	
type	lib/html_types.mli	1533	1dc99008e6ac15ff057edc92eeabc92837e4684e5631f4578ae110408d616b22		hr_attrib		[ common ]	
type	lib/html_types.mli	1536	8c16dd0de619dd3c841f2a4448f008718384b0828794b506cbccc4d13fcbf476		b		[ `B ]	
type	lib/html_types.mli	1538	ecc9f79f95baeaffca524552574c295629bb0ada185db13498f016df986a9703		b_content		[ phrasing ]	
type	lib/html_types.mli	1540	e147dba787e375a1131042a7fbffe68e63b64b3415604b22113803c106c19c28		b_content_fun		[ phrasing ]	
type	lib/html_types.mli	1542	f40df532a9ebfc8750805005936e4d0fb281cc1b0dc94d05b011674417e77409		b_attrib		[ common ]	
type	lib/html_types.mli	1545	0dca13ea7d2f6e338b3743089b7946792ca59b8534c48345404c317d159d7372		i		[ `I ]	
type	lib/html_types.mli	1547	129f953decc8a0bcf525012a9a8b406f693e3de32f74f2105c3002af3e91446b		i_content		[ phrasing ]	
type	lib/html_types.mli	1549	912a6018f42ac41d8b7ab413b62959943b15b32837616e06c81a1145388eaf9b		i_content_fun		[ phrasing ]	
type	lib/html_types.mli	1551	9bb854f13b54fc908be2e7f73797241861a8cea8ee8469b8a2276977c5fb05de		i_attrib		[ common ]	
type	lib/html_types.mli	1554	e54f54019c0ede6bfde9acc5e51a99d78d0af2d3f18350eb67bcb9947773c0d6		u		[ `U ]	
type	lib/html_types.mli	1556	805f0dae2616e96f1914a38bcacde4fdc9b596e69939d0b5559bac4a7ab8a0aa		u_content		[ phrasing ]	
type	lib/html_types.mli	1558	4028d203a79931be0cd1099eb56a1d4ffd44dcd6a02a2b88a06c0815865065cc		u_content_fun		[ phrasing ]	
type	lib/html_types.mli	1560	5342532f52a5bca02be2e470dab3c694baafae6f068a8e16c59547a916ef5a27		u_attrib		[ common ]	
type	lib/html_types.mli	1563	a32253022d3a3cfc08b4ebab8f6e55d4b9b2810f27d051b100bf398c57282dcd		small		[ `Small ]	
type	lib/html_types.mli	1565	a585db24e3a1fab1d0b12a4ca5c380be7ade7bf43c7b4ccbe71a7e94eee87589		small_content		[ phrasing ]	
type	lib/html_types.mli	1567	e38951b96125a8f8a57e5005368c4f3b9645c98ba7d06f26e390578aaa10cb18		small_content_fun		[ phrasing ]	
type	lib/html_types.mli	1569	59f9fd948d33dba8afb852772c08ec5e803ed9ff60cf36802a52ce2962902982		small_attrib		[ common ]	
type	lib/html_types.mli	1572	16c3e83c21d3a12bf5f1558ac74fd99fd1a526cd07069b4242fd27b5618540cc		sub		[ `Sub ]	
type	lib/html_types.mli	1574	33337f444e9b1c322a6ba26aa926df03095753c7860181f3688adc9c88e151b0		sub_content		[ phrasing ]	
type	lib/html_types.mli	1576	c4783c2b77375efd0278bfb4ea208b3df58426e9b32ff2ed54f8cd97f0171292		sub_content_fun		[ phrasing ]	
type	lib/html_types.mli	1578	5c558a9adf1adea961810a8f0b347e345b116cff4e6ef1b6368e15b6594b6db5		sub_attrib		[ common ]	
type	lib/html_types.mli	1581	757266884d72b490b66fe8f0ea1e7dd34159a83b9474d0b62fbf8f7702276cbb		sup		[ `Sup ]	
type	lib/html_types.mli	1583	358f8fdeb28ca3b34e92a7e5cd103799afcd81bcf4a88121257d17b53bf7d929		sup_content		[ phrasing ]	
type	lib/html_types.mli	1585	b07e04fb0ba8f52a02188f28bf2430b109e5225a869eeba1c9a0bebb471d9b89		sup_content_fun		[ phrasing ]	
type	lib/html_types.mli	1587	beb1f1d60d345368610c62e638d40e238de95d12c2ddc3d66d546b89b0278685		sup_attrib		[ common ]	
type	lib/html_types.mli	1590	746d7f1e038208153b2f0ee02429f3fbaa19c503030142ec0826ba75334b6ec9		mark		[ `Mark ]	
type	lib/html_types.mli	1592	1688950dd45ed5c93cdf98d0dd2772e69037b952c9f00635aebd30806482ce34		mark_content		[ phrasing ]	
type	lib/html_types.mli	1594	e08f68901de2d432d6edb46736b9951af5e037401863e389888055f549d6ff7e		mark_content_fun		[ phrasing ]	
type	lib/html_types.mli	1596	54edb2b19c53a4c6b22287a1fb96ca8ba210224df3d22920df98fdae710d9411		mark_attrib		[ common ]	
type	lib/html_types.mli	1599	21ec9d7de262aa759f716d19312b8fbdb013829d0f8d4b1fe60494f527223f40		wbr		[ `Wbr ]	
type	lib/html_types.mli	1601	93ff40bfb786aa5613f7498bf94b490a4ce18d7d61fc8c76adfa18cc6615f5f7		wbr_content		notag	
type	lib/html_types.mli	1603	72df2e74776dc9209b335940713e6afdb12581d100aba8849e947f6c542e81e9		wbr_content_fun		notag	
type	lib/html_types.mli	1605	e4c9e5193dfbb218ee0307d118854b79bda32ed24a609134b6d219c4ce1c928b		wbr_attrib		[ common ]	
type	lib/html_types.mli	1608	d2320e3ae3f5231382624058bea2748c3e13992be069e24d508df184e0c18a73		bdo		[ `Bdo ]	
type	lib/html_types.mli	1610	88edf76ea04d66dd4b24d6299703e76cc7f2285baa7bf96b0ed1df17911648ad		bdo_content		[ phrasing ]	
type	lib/html_types.mli	1612	2c3ca1e5a069e24924f148b28a4e16738f7acdc7d8016818b3139162f252dea3		bdo_content_fun		[ phrasing ]	
type	lib/html_types.mli	1614	863ed5bc1b75ddf54461a9e7097b7ffaa33bbf05245f3c13d09636848e2562a6		bdo_attrib		[ common ]	
type	lib/html_types.mli	1617	48b390ead823e334972ab2e2b410680e679d434e126349c2f64f8a2d8923f13b		abbr		[ `Abbr ]	
type	lib/html_types.mli	1619	cd86a877631db6f042ff3d1ee331d61a2a19fa76d69be4d5cf6b7547b800d535		abbr_content		[ phrasing ]	
type	lib/html_types.mli	1621	1037e2ccc26ec2df64e8313f19b3511002dd4234e3c158a7f29870157a1e5d9f		abbr_content_fun		[ phrasing ]	
type	lib/html_types.mli	1623	be958d17cee821bf3c9281ff54beea5df8dc6a1e9f0834ef19e44dc29d1e741d		abbr_attrib		[ common ]	
type	lib/html_types.mli	1626	3e6be2a670181fa9a29c9a5199a2f55b3e308a057ae117fcfcab6c72efc0619b		br		[ `Br ]	
type	lib/html_types.mli	1628	3ef496b2b8b878f92ae7cb93dd285d16ea40afcd3c852f6990bff9dd34d5d758		br_content		notag	
